,Headline,Body text,Meta Tags
16,Drake Fans Accuse Kenny Chesney Of Manipulating Billboard Charts By Putting Effort Into Album,"TORONTO'Calling the country singer's place at the top of Top 200 completely illegitimate, fans of the rapper'singer Drake took to social media Friday to accuse Kenny Chesney of manipulating Billboard's algorithm by putting effort into his album. 'It's just unfair that this guy could keep Drake from his rightful place on the charts by putting out quality music that he actually cares about,' said Aiden Howard, 14, who echoed the sentiments of Drake fans worldwide in his assertion that the artist's mediocre B-sides deserved more acclaim and recognition. 'He clearly gamed the streaming numbers when he decided to put time and energy into his craft. It's such horseshit that Billboard rewards that behavior and punishes Drizzy for making a half-assed mixtape full of songs he'd already dropped on SoundCloud. How the hell is 'Toosie Slide' going to compare to a song that the artist thought about for more than 15 minutes?' At press time, Drake released a statement asking fans to ignore Kenny Chesney and focus on the horseshit that he just released.","vol 56 issue 19, music, drake, entertainment"
17,Episode Of Cooking Show Implying Pastry Chefs Some Sort Of Oppressed Minority,"LOS ANGELES'Insinuating that there exists a social ladder upon which people who prepare gourmet desserts for a living occupy the lowest rung, a recent episode of the Bravo series Top Chef strongly implied that pastry chefs were some sort of oppressed minority. 'Everyone is underestimating me because I trained as a pâtissier, but I know I can stand toe-to-toe with my rivals,' said Ryan Calbert, a contestant on the show who graduated from the prestigious Ferrandi culinary school in Paris, speaking as if he belonged to a marginalized group and had faced grave prejudice as a chef who prepared sweet dishes rather than savory ones. 'Everyone looks at me and just sees a guy who makes cakes and cookies. Well, I'm going to change a few attitudes by the time I'm finished here. Pastry chefs can do anything anyone else can do. Give me a shot and I'll prove it.' Reports confirmed that by the episode's end Calbert had lost a challenge and been eliminated for the season. ","vol 56 issue 19, food, cooking, entertainment"
18,"Your Horoscopes ' Week Of May 12, 2020",,"vol 56 issue 19, horoscope, entertainment"
19,,"Everyone recognizes Jessica Alba from her extensive work in television and on the silver screen, but did you know that long before the Hollywood bombshell made it big in the entertainment world she was actually Husrev TevetoāEElu, an elderly Turkish man?       ","entertainment, celebrities, slideshow, vol 56 issue 19, entertainment"
20,"Hey,' Says Chloë Sevigny In Cool, Unaffected Greeting To Firstborn","NEW YORK'In a manner sources described as 'effortlessly chill,' actress Chloë Sevigny reportedly said 'Hey' Thursday in a cool, unaffected greeting to her firstborn child. 'Oh, hey, what's up?' said Sevigny, addressing her newborn son for the first time with mild interest as she glanced around the room. 'New here? Mmm. So you're a baby? I was once a baby. I like your name. Well, I got to run. Later.' At press time, sources confirmed Sevigny was laughing boisterously at something clever her baby must have said. ","vol 56 issue 18, celebrities, babies, chloë sevigny, entertainment"
21,,"When it comes to pip blips, Megan Fox takes the cake. Case in point.         ","vol 56 issue 18, celebrities, entertainment"
22,Michelle Obama 'Becoming' Netflix Documentary Spends First Hour On Embryonic Stage,"LOS ANGELES'Calling the upcoming release 'surprisingly intimate,' sources confirmed Wednesday that Becoming, the new Netflix documentary about Michelle Obama, spends the first hour on the former first lady's time spent in the embryonic stage. 'It's fascinating to explore this undiscussed time in Michelle Obama's life where she was merely an embryo feeding off nutrients from a yolk sac,' said film critic Robert Vogt, describing how the first two-thirds of the film depict Obama's first eight weeks in the womb, followed by the final 30 minutes of the film running through her time in the fetal stage up to 2016. 'The embryonic stage was an extremely formative time for her. Even if you're not the biggest fan of Michelle or Barack Obama, it's inspiring to see how one of the most powerful women in the world started off as a mass of cells in a uterus. Little did that single-layered blastula on the South Side of Chicago know that she would one day become a multi-layered gastrula.' At press time, Vogt admitted the documentary was 'imperfect,' remarking that the filmmakers could have spent a little more time focusing on the germinal stage in the fallopian tubes.","vol 56 issue 18, michelle obama, barack obama, netflix, entertainment"
23,,"Actress Jennifer Lawrence is wearing a dress in this shot, but if she wasn't then it would be a MAJOR nip slip!         ","unsponsored, slideshow, vol 56 issue 18, entertainment"
24,"Your Horoscopes ' Week Of May 5, 2020",,"vol 56 issue 18, horoscope, entertainment"
25,Carlos Santana Signs 30-Year Contract Extension With Longtime Hat,,"vol 56 issue 18, music, celebrities, entertainment"
26,"Your Horoscopes ' Week Of April 28, 2020",,"vol 56 issue 17, horoscope, entertainment"
27,,"Stuck inside with nothing to do? Are your days passing by unremarkably, each feeling more uniform than the one that came before? Give yourself a breather and check out some viewing suggestions to make these trying times a bit more tolerable. Here, The Onion offers recommendations on what to watch while you're self-isolating during the coronavirus pandemic.         ","vol 56 issue 16, television, movies, streaming, entertainment"
28,"Your Horoscopes ' Week Of April 21, 2020",,"vol 56 issue 16, horoscope, entertainment"
29,"You've Served Me Well, But This Has Gone Too Far,' Says Oprah Loading Shotgun After Watching Dr. Oz, Dr. Phil Fox News Appearances","MONTECITO, CA'Sighing in remorse at the 'monsters of my own creation' after viewing recent appearances on Fox News by Dr. Oz and Dr. Phil, media tycoon and longtime talk show host Oprah Winfrey reportedly muttered 'You have served me well, but this has gone too far,' Friday while loading a shotgun. 'Well, we had a good run, boys, but business is business,' said Winfrey, loading shells into a pump-action Mossberg 500 before calling to be picked up by her personal stealth helicopter. 'I remember when I found them'a sleazy corporate lawyer, and a two-bit snake-oil salesman'perfect additions to my syndicate. We really had a good thing going for a while there, but you can't be on Oprah's Favorite Things list forever, now can you? Time for these 'doctors' to take their medicine.' At press time, Winfrey was reportedly found covered in blood making new selections for her book club.","vol 56 issue 15, oprah winfrey, celebrities, coronavirus, entertainment"
30,Alex Garland Recalls Discovering Personal Computers While Researching 'Devs',"LONDON'Acknowledging the devices as a 'huge influence' on the eight-episode television series, writer-director Alex Garland reportedly recalled Thursday discovering personal computers while researching his techno thriller Devs. 'I was just planning to make a show about free will, but it took on a whole new life once I learned about personal computing, especially laptops,' said Garland, who shared an anecdote about filming a sequence in which the show's lead character, Lily Chan, used an abacus and notebook to investigate her boyfriend's murder, before production staff pulled him aside to recommend placing MacBooks in the scenes instead. 'On the one hand, I worried that referencing computers might go way over viewers' heads, but on the other, it made sense for a story about developers to get a bit more technical. If they're anything like me, I'm sure fans of the show will run to their local library to find out more about computers. I did, and a librarian actually let me try out a desktop model they had right there in the reading room! I swear, they're endlessly fascinating'you can use 'em for typing, sending electronic mail, and playing games, too. They even have little tiny ones you can make phone calls on. Who knew?' Garland went on to credit actresses Sonoya Mizuno, Alison Pill, and Siri for their invaluable contributions to the series.","vol 56 issue 15, alex garland, devs, television, entertainment"
31,"Your Horoscopes ' Week Of April 14, 2020",,"horoscope, vol 56 issue 15, entertainment"
32,Netflix Algorithm Suggests Viewer Who Enjoyed 'Ozark' Will Like Pretty Much Anything,,"vol 56 issue 15, news in photos, netflix, entertainment, entertainment"
33,Nation Breathes Sigh Of Relief After Learning Cast Of 'Brockmire' Wishes Them Well,"NEW YORK'The nation reportedly breathed a sigh of relief Monday after learning of a social media message from IFC sitcom Brockmire in which the cast and crew wished them well amidst these trying times. 'Thank God, if Hank Azaria and Amanda Peet want us to do our part to stay healthy and happy during the outbreak, then maybe we'll actually make it through this thing,' said 323 million visibly comforted Americans, who collectively exhaled with the reassurance that can only come from receiving well-wishes from the leading actors and actresses behind a comedy about the hijinx that ensues from a disgraced Major League Baseball announcer attempting to reclaim his former glory. 'Here we were sitting in our homes and ready to give up hope, and then suddenly Paul Rae steps in to shine a light on us in the darkest of times and give all of us the strength to carry on. We're going to persevere and come out of this crisis after all. We just know it. And we know it because of Brockmire.' At press time, the tearful nation had joined together in a shared round of applause for showrunner Joel Church-Cooper and everything his ensemble cast had done for the country.","vol 56 issue 15, television, celebrities, coronavirus, entertainment"
34,Highlights Of 'Tiger King',"Tiger King, a true-crime documentary series, has taken the nation by storm. The Onion looks at the most thrilling and talked-about moments from the series. Quirky, entertaining animal abuse. Carole Baskin successfully removes herself from a toxic relationship. Rampant product placement that led to surge in popularity of Walmart dumpster meat. Episode 4: Joe Exotic gets more than he bargained for when he attempts to go on dates with two different tigers at the same restaurant. 17 gorgeous sequined shirts now collecting dust in a box somewhere. That crazy moment when that person acted unreasonably! Exclusive music video about baby tiger cremation included as fun little Easter egg (Netflix UK only). Tigers only cost $2,000 this whole time?! Wacky personalities and zany goofball antics combine for a never-before-seen mix of raunchy hijinks, gross-out gags, and tiger-infused hilarity.","vol 56 issue 14, television, animals, entertainment"
35,Disney Announces Plans To Release 'Mulan' Directly Into Americans' Consciousness,"BURBANK, CA'As studios continue to delay the theatrical runs of major films due to the global Covid-19 pandemic, Walt Disney Pictures announced plans Tuesday to release the highly anticipated live-action remake of Mulan directly into the consciousness of every American. 'In the interests of encouraging film viewers to be safe, we have chosen to skip theaters altogether and instead reach audiences by transmitting this epic tale of a legendary warrior who risks everything for her family into the minds of all current U.S. residents,' said Disney Bob Chapek, encouraging the 330 million domestic viewers of Mulan to reduce transmission of the coronavirus by staying home, where regions of their brain vital to memory formation and linguistic processing would be hijacked to deliver a dazzling, unforgettable cinematic experience. 'Fans who were disappointed to hear of the film's delayed release will be relieved to know that on Apr. 17 at 6 p.m., their visual and auditory cortices will be overwhelmed with impressions of Liu Yifei portraying a fearless young woman who disguises herself as a man to fight for her country in her father's stead. Our Imagineers have ensured this mostly radiation-based procedure will allow one's sensation of self to fade away completely until their entire experience of reality becomes Mulan. We're certain that having every detail of this movie vividly and permanently etched into your long-term memory will be well worth the temporary loss of motor function, moderate risk of intracranial aneurysm, and mandatory charge of $14.99.' Hillman went on to confirm that Disney would be streaming the 1998 animated version of Mulan on a continuous loop in the dreams of each American for two weeks prior to the new film's release.","disney, movies, coronavirus, news, vol 56 issue 13, entertainment"
36,"Your Horoscopes ' Week Of March 31, 2020",,"horoscope, vol 56 issue 13, entertainment"
37,"Your Horoscopes ' Week Of March 24, 2020",,"horoscope, vol 56 issue 12, entertainment"
38,,"This cheetah is an evangelical Christian and this Anatolian shepherd is an outspoken pro-choice advocate. But the cheetah found it in his heart to invite the Anatolian shepherd out to his chalet in Aspen last Thanksgiving, and the two found common ground over their shared love of skiing.       ","vol 56 issue 11, animals, entertainment"
39,"Your Horoscopes ' Week Of March 17, 2020",,"horoscope, vol 56 issue 11, entertainment"
40,,"This one takes a while, but it's worth it. Try crossing your eyes and balling your fists really tight. Now stare at the image and allow your vision to get hazy. Vomit three times. See the wild stallion galloping through a river gulch?         ","vol 56 issue 11, slideshow, entertainment"
41,Movie Theaters Packed With Frenzied Crowds Trying To Catch Last-Minute Screening Of 'Sonic' Film Before Coronavirus Hits,"SKOKIE, IL'In preparation for what could potentially be weeks of isolation ahead, movie theaters across the country were packed with frenzied crowds trying to catch a last-minute screening of Sonic The Hedgehog before Covid-19 hits their communities, sources confirmed Friday. 'Oh Geez, the lines are so long'why didn't I do this way earlier, like as soon as I first found out about coronavirus?' said local 36-year-old Brandon Flora, who was just one of thousands of anxious consumers across the country flocking to theaters to see the animated film about an anthropomorphic hedgehog while they still had time. 'Ah, shit, I hope they have enough tickets. I was going to buy one online until I saw they were being jacked up to, like, $100. Thank God AMC is rationing them to four per person, but still, people are getting pretty aggressive. You don't realize how important something like seeing the Sonic movie in theaters truly is until it's almost taken away from you. I'd regret it forever if I didn't see this on the big screen. Oh no, I should have asked my elderly neighbors if they needed a ride to go see Sonic.' At press time, a fight involving dozens of theater guests had broken out over the popcorn butter dispenser. ","vol 56 issue 10, coronavirus, sonic the hedgehog, entertainment, entertainment"
42,,,"vol 56 issue 10, television, video, netflix, entertainment"
43,"Your Horoscopes ' Week Of March 10, 2020",,"horoscope, vol 56 issue 10, entertainment"
44,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,"LOS ANGELES'In a rare public appearance from the reclusive artist, Billie Eilish, 73, broke her silence Friday to discuss the ravages of fame in an interview from her hermetically sealed mansion. 'The musician lifestyle is pretty rough, and it can take one hell of a toll on your body,' the septuagenarian singer and songwriter told reporters from her completely sterilized and germ-free home, as her gnarled fingers trembled while reaching for a container of glaucoma medication. 'Yes, I got to be a superstar, but when you get to my age, you begin to wonder if it was worth all the pain and agony. Seems like only yesterday I was a carefree 16-year-old, but look at me now'I'm half-blind, I can barely stand, and my bones are as fragile as peanut brittle.' At press time, the 98-year-old Eilish had passed away quietly in her sleep. ","celebrities, music, news, vol 56 issue 09, entertainment"
45,,,"onion film standard, pixar, disney, movies, video, vol 56 issue 09, entertainment"
46,Area Man Unaware Lifelong Aerosmith Fandom Caused By Early Imprinting Of Steven Tyler As Father Figure,"OLATHE, KANSAS'Completely ignorant to the root cause of his love and reverence for the band, restaurant server Kenny Angelos reportedly remained unaware Tuesday that his lifelong Aerosmith fandom is in fact the result of his early imprinting of Steven Tyler as his father figure. 'Man, Steven Tyler fucking rules!' said Angelos while busily busing tables, oblivious that his underlying reason for owning a complete collection of Aerosmith albums and seeing the band live 27 times was due to his repeated exposure to the frontman's likeness in the critical period shortly after his birth, an experience resulting in a deep subconscious filial connection to the artist that informs his tastes, behavior, and attitude toward masculinity to this day. 'Ever since I can remember, I've been, like, their biggest follower. I don't know what it is about them, but man, they really are something special.' Angelos added that he is also a big fan of Steven Tyler's daughter, actress Liv Tyler, for whom he has always felt a certain brotherly affection.","fans, music, news, vol 56 issue 09, entertainment"
47,,.,"disney, movies, video, vol 56 issue 09, entertainment"
48,"Your Horoscopes ' Week Of March 3, 2020",,"horoscope, vol 56 issue 09, entertainment"
49,,,"music, video, vol 56 issue 08, entertainment"
50,This The Part Of Musical Number Where Everyone In Chorus Slowly Kneels Around Main Character,,"#theater, news, vol 56 issue 08, entertainment"
51,Quentin Tarantino Has Son In Latest Homage To Spaghetti Western Director Sergio Leone,,"movies, celebrities, news, vol 56 issue 08, entertainment"
52,"Your Horoscopes ' Week Of February 25, 2020",,"horoscope, vol 56 issue 08, entertainment"
53,Indian Elephant Forced To Busk On Hollywood Boulevard After Los Angeles Bans Exotic Animal Performers,,"animals, hollywood, news, vol 56 issue 07, entertainment"
54,New CIA Torture Program Concert Series Brings Metallica Into Black Sites To Play 72-Hour Sets,"WASHINGTON'Hailing it as a once-in-a-lifetime, up-close-and-personal enhanced interrogation experience, the CIA rolled out a new torture program concert series Wednesday that brings Metallica into black sites to play 72-hour sets. 'After months of hard work, we are so proud to debut our new 'Dissociation' tour, which will take Metallica all over the globe, from Guantanamo Bay in Cuba, to Detention Site Green in Thailand, to the Dark prison in Kabul,' said CIA spokesperson Jenna Wellington adding that the concerts, which would feature live performances from James Hetfield, Lars Ulrich, Kirk Hammett, and Robert Trujillo, included custom, carefully constructed, repetitive set lists designed to inflict maximum psychological damage. 'To kick things off, Metallica will play a private set for a group of terrorists accused of orchestrating an attack on an American airbase, and it will feature 'Invisible Kid' played 12,000 times in a row at a blaring 120 decibels. Also, the prisoners will be blindfolded and strapped upside down to a board, which will only make the band singing directly into their ears more intimate.' At press time, Wellington confirmed the program's debut had been a success, and that inmates cracked before Hetfield was even done yelling 'Guantanamo, how's everyone doing tonight?'","cia, music, news, vol 56 issue 07, entertainment"
55,"Your Horoscopes ' Week Of February 18, 2020",,"horoscope, vol 56 issue 07, entertainment"
56,,test,"celebrities, video, vol 56 issue 06, entertainment"
57,"Your Horoscopes ' Week Of February 11, 2020",,"horoscope, vol 56 issue 06, entertainment"
58,Western Culture Ends,,"culture, movies, oscars, oscars 2020, news, vol 56 issue 06, entertainment"
59,"Oscars Replace Orchestral Playouts With Big, Slobbery Saint Bernard To Knock Over Long-Winded Winners",,"oscars, oscars 2020, news, vol 56 issue 05, entertainment"
60,"You're Allowed To Be Naked Sometimes, But Not Other Times,' Says Brad Pitt In Baffling Oscars Acceptance Speech","LOS ANGELES'Eschewing traditional topics such as thanking colleagues or speaking out about political issues, Brad Pitt delivered a baffling Oscars acceptance speech for Best Supporting Actor Sunday explaining that you're allowed to be naked sometimes, but not other times. 'Sometimes you have no choice but to wear clothes, and sometimes it's okay to take them off. It really just depends,' said Pitt in a six-minute speech to a fidgeting, uncomfortable audience who had grown silent and were nervously eyeing the exits as the orchestra began trying to play him off the stage. 'There are occasions where being nude is actually preferable, like in the shower. Right now would be an inappropriate situation for being naked, but in a few hours, who knows. That said, there are situations where it's a sort of dealer's choice where you can decide for yourself whether or not you want to be naked.' At press time, the cast and crew who worked with Pitt on Once Upon A Time In Hollywood were tearing up and giving him a standing ovation.","oscars, brad pitt, oscars 2020, movies, celebrities, news, vol 56 issue 05, entertainment"
61,"Nervous, Jeans-Wearing Charlize Theron Wishes Someone Had Told Her This Was Supposed To Be Formal Event","LOS ANGELES'Flushed with embarrassment after surveying her peers on the red carpet, a jeans-wearing, sweatshirt-clad Charlize Theron nervously admitted Sunday that she wished someone had told her the Academy Awards were supposed to be a formal event. 'Ah, geez. Everyone's dressed to the nines, and I look like a complete schlub,' said Theron, lamenting that if she were to go home and get dressed up in 'fancy clothes' that she might miss the presentation of the Academy Award for Best Actress. 'Saoirse Ronan told me she was just going to 'wear whatever,' but she's absolutely stunning. Even my agent looks better than me. Maybe if I just sit down, nobody will notice what I'm wearing.' At press time, Theron was sprinting down Hollywood Boulevard to buy a nice skirt at the Gap.","oscars, oscars 2020, charlize theron, celebrities, news, vol 56 issue 05, entertainment"
62,,Notable Roles: Convincingly portraying a loving partner to Colin Jost Career Lowlight: Getting all her on-camera scenes cut in Her Dream Role: Genghis Khan            ,"oscars, movies, slideshow, vol 56 issue 05, entertainment"
63,,Career High: Being handsome and successful continuously throughout his entire life Environmental Activism: Has donated millions and campaigned unsuccessfully for years in effort to get single tree planted somewhere on Earth Laptop Homepage: https://www.imdb.com/name/nm0000138/            ,"oscars, movies, slideshow, vol 56 issue 05, entertainment"
64,Movie Expedition Team Annoyed They Only Getting Briefed On Mission Right Before Parachuting Onto Hostile Island,"INDIAN OCEAN'Expressing frustration over a lack of communication from their commanding officer, a movie expedition team, the Specters, was annoyed Friday that they were only getting briefed on their mission right before parachuting into enemy territory. 'Christ, we barely spoke on this 14-hour plane ride, and now we're finally getting briefed once the hatch has opened and it's fucking impossible to hear anything,' said Marines special forces officer Connor Davies, bemoaning the total lack of reconnaissance his team was provided prior to making landfall and expressing confusion over the passing mention of a 'rendezvous point.' 'I wish we could've seen this chart about our 3% chance of survival before we signed up for this. Someone could've told us our assignments while we were putting on our gear. I guess it's partially my fault for allowing myself to get on the plane without asking where we were going first, but still, I figured we'd get a little more intel than a curt 'Head out, Marines' before jumping out of a goddamn plane.' At press time, Davies was surprised that he knew exactly how to infiltrate the enemy base and kill the ringleader.","movies, news, vol 56 issue 05, entertainment"
65,Marie Kondo Folds Self Neatly Into Tiny Box After Long Day Of Work,,"marie kondo, news, vol 56 issue 05, entertainment"
66,,"Synopsis: A married couple goes through a bitter acting contest Defining Line: 'Forsooth, thou art narry longer that which mine eyes see and gaze upon thine countenance whereupon I might find splendor, now in that wretched place, I find only an abyss.' Prospects: What hubris to think that man may assume total knowledge of future events                         ","oscars, movies, slideshow, vol 56 issue 05, entertainment"
67,,"Filmmaking Style: Heavily employs pastiche drawing from classic films such as Ernest Goes To School, Ernest Goes To Jail, and Ernest Goes To Camp Career Highlight: Getting to work with big-time Hollywood producer Harvey Weinstein Inspiration: Filling the world's dorm rooms with posters reflecting his artistic vision             ","oscars, movies, slideshow, vol 56 issue 05, entertainment"
68,Hollywood Legend Kirk Douglas Dead In Apparent Age Overdose,"BEVERLY HILLS, CA'Explaining that his body simply couldn't handle the sheer quantity of years he had put into his system, local authorities confirmed Thursday that Hollywood legend Kirk Douglas died in his home of an apparent age overdose at 103. 'While Mr. Douglas's life may have seemed glamorous to his fans, behind the scenes he struggled with a dark history of maturation that few were brave enough to confront him about,' said Beverly Hills Police Department spokesperson Sgt. Lawrence Ward, adding that Douglas was successfully able to conceal his struggles with aging until he began experimenting with more and more intense forms during the 1970s and the 1980s. 'Family and friends told us that as time wore on, they eventually noticed his body's slow deterioration, observing that he developed the telltale liver spots, gray hair, and gaunt face that so many of the elderly display. Of course, Mr. Douglas knew the risks, but once he started dabbling in age past 80 or 90 years, all that time began to catch up with him.' Ward went on to tell reporters he hoped this tragedy would serve as a cautionary tale, and warned anyone with an octogenarian in their family to seek help before it was too late.","celebrities, death, news, vol 56 issue 05, entertainment"
69,Lin-Manuel Miranda: 'You People Are Giving Me Too Much Fucking Money',"NEW YORK'Noting the fat paychecks he'd received for his work on Broadway and in Hollywood, Hamilton star Lin-Manuel Miranda announced Thursday that 'You people are giving me too much fucking money.' 'Holy hell, I wrote one musical about a founding father, and you goddamn lunatics are throwing millions of dollars at me like I invented theater or something. Get a grip,' said Miranda, who wondered aloud if Disney would still have paid $75 million to acquire the rights to his play, Hamilton, if they knew he'd 'shit it out in one night after reading the dude's biography.' 'Why am I getting paid to go on late-night shows and freestyle with the host? Or voice a cartoon character in an episode of some animated show? I'm touched you all liked the rap songs, but stop with the big bucks because it's getting embarrassing. I'm just one guy in an entire industry of people struggling to make any money at all.' Miranda urged anyone who wanted to give him more money to instead 'throw some cash at whoever wrote Wicked because that shit is incredible.'","money, celebrities, #theater, news, vol 56 issue 05, entertainment"
70,The Sims' Turns 20,"Life-simulation video game The Sims debuted on February 4, 2000, becoming one of the bestselling series of all time. The Onion looks back on important moments in The Sims history as it celebrates its 20th anniversary. A giant sloth steps on a caterpillar and sets highly specific events in motion that lead to development of The Sims 452,000 years later. After losing his house in a fire, Will Wright comes up with the idea for The Sims while wishing he had a guilt-free way to inflict the pain he felt on someone else. The Sims' release introduces players to second place they can battle crippling depression. Sims enjoy an uneventful, cool September day. Daniel showed you his Sims having sex and then you couldn't go to his house after school anymore. Property values in SimCity crash after increased white flight. Existence of 'motherlode' cheat code gives entire generation unrealistic expectations of how affordable it is to furnish entire house. The Sims FreePlay mobile game ensures millions of players never without EA tracking services. The Sims 4 debuts and is, you know, fine. Derek Paulson of Manchester, NH tearfully ends his Sims' marriage to reflect real life.","history, video games, infographic, vol 56 issue 05, entertainment"
71,,,"movies, video, vol 56 issue 05, entertainment"
72,Director Sets Up Actor With Backstory About How Franchise Failing Horribly,"LOS ANGELES'While shooting the second installment in a planned three-part film adaptation of a popular book series, director Marshall Callins reportedly provided actor Grant Simms with an elaborate backstory about how the first movie in the franchise was a complete financial and critical failure. 'So in this next scene, your motivation is the fact that this franchise is poised to become one of the biggest commercial disasters in recent studio history unless we can recoup millions of dollars in losses,' said Callins, encouraging Simms to delve more deeply into his knowledge of the first installment's disastrous performance at the box office, poor overseas growth, and underwhelming reception by fans in order to fully internalize the sense that everything was riding on this. 'Think back to that critical moment in time when the producers said, 'If this thing isn't a hit, it's going to destroy every single one of your careers.' How did that blunt ultimatum make you feel? Everything you say and do should be informed by the fact that if we bomb opening weekend, you'll never be trusted to carry another major film.' At press time, sources confirmed the director had provided additional guidance by hinting to the actor of a future in which he is forced to resort to commercial work.","movies, news, vol 56 issue 05, entertainment"
73,"Your Horoscopes ' Week Of February 4, 2020",,"horoscope, vol 56 issue 05, entertainment"
74,Exhausted '1917' Cinematographer Still Holding Single Shot Months After Film's Release,,"movies, news, vol 56 issue 04, entertainment"
