,0
67,https://politics.theonion.com/i-like-this-candidate-now-and-will-vote-for-him-says-1841952651
68,https://politics.theonion.com/pete-buttigieg-pivots-from-mimicking-obama-to-mimicking-1841952473
69,https://politics.theonion.com/candidates-struggle-to-answer-question-about-future-of-1841942438
70,https://politics.theonion.com/biggest-takeaways-from-the-south-carolina-democratic-de-1841938266
71,https://politics.theonion.com/sanders-supporter-sick-of-movement-being-defined-by-sma-1841936650
72,https://politics.theonion.com/trump-holds-diplomatic-ceremony-to-formally-welcome-cor-1841935942
73,https://politics.theonion.com/tell-me-about-it-stud-says-pleather-clad-elizabeth-1841920931
74,https://politics.theonion.com/moderators-kick-off-debate-by-asking-whether-bloomberg-1841920478
75,https://politics.theonion.com/klobuchar-hoping-to-distinguish-herself-during-debate-a-1841919958
76,https://politics.theonion.com/elena-kagan-worried-she-s-a-fraud-after-being-only-fema-1841917179
77,https://politics.theonion.com/how-political-endorsements-get-made-1841895543
78,https://politics.theonion.com/trump-in-india-hails-blossoming-relations-between-the-2-1841893559
79,https://politics.theonion.com/embarrassed-heart-surgeon-admits-he-may-have-accidental-1841892496
80,https://politics.theonion.com/trump-administration-rolls-back-hunting-regulations-for-1841839546
81,https://politics.theonion.com/experts-concerned-pale-russian-mystic-constantly-at-tru-1841836220
82,https://politics.theonion.com/bloomberg-housekeepers-brace-for-another-day-of-dressin-1841816831
83,https://politics.theonion.com/highlights-of-the-nevada-democratic-debate-1841815601
84,https://politics.theonion.com/biden-begging-donors-to-stop-sending-money-so-he-can-qu-1841815298
85,https://politics.theonion.com/four-quarts-make-a-gallon-the-frontal-lobe-controls-d-1841812888
86,https://politics.theonion.com/stephen-miller-spends-entire-honeymoon-in-hotel-room-ca-1841810287
87,https://politics.theonion.com/increased-airtime-of-chantix-commercials-results-in-ray-1841790078
88,https://politics.theonion.com/chuck-todd-reminds-candidates-that-if-they-want-more-ti-1841796036
89,https://politics.theonion.com/i-ll-rule-you-peasants-with-an-iron-fist-says-bloomb-1841790198
90,https://politics.theonion.com/last-second-dnc-rule-change-requires-candidates-spend-a-1841790132
91,https://politics.theonion.com/panicking-aides-finally-locate-biden-at-wrong-venue-fol-1841796267
92,https://politics.theonion.com/i-love-my-wife-marcia-and-2-beautiful-kids-tad-and-ha-1841792292
93,https://politics.theonion.com/rod-blagojevich-somehow-already-governor-of-illinois-ag-1841791235
94,https://politics.theonion.com/trump-celebrates-new-hospital-opening-with-oxygen-tube-1841772395
95,https://politics.theonion.com/bloomberg-hires-thousands-of-canvassers-to-stop-black-m-1841701859
96,https://politics.theonion.com/a-guide-to-the-usmca-trade-deal-1841692887
97,https://politics.theonion.com/nevada-addresses-concerns-about-election-security-by-sw-1841692470
98,https://politics.theonion.com/mike-bloomberg-i-apologize-for-the-damages-my-past-po-1841669163
99,https://politics.theonion.com/jimmy-carter-added-to-mount-rushmore-after-becoming-5th-1841668394
100,https://politics.theonion.com/pros-and-cons-of-abolishing-the-senate-1841646129
101,https://politics.theonion.com/takeaways-from-the-new-hampshire-primaries-1841642729
102,https://politics.theonion.com/ceo-of-robotics-corporation-tells-sobbing-andrew-yang-t-1841641731
103,https://politics.theonion.com/moderates-worry-klobuchar-splitting-people-who-will-vot-1841639479
104,https://politics.theonion.com/what-s-in-trump-s-2021-budget-proposal-1841636420
105,https://politics.theonion.com/it-s-time-to-go-mr-stone-says-ski-masked-william-b-1841610429
106,https://politics.theonion.com/bloomberg-campaign-raises-visibility-by-pumping-5-mill-1841607899
107,https://politics.theonion.com/flustered-new-hampshire-bed-and-breakfast-host-informs-1841606679
108,https://politics.theonion.com/poll-finds-bloomberg-trailing-among-young-black-males-h-1841604780
109,https://politics.theonion.com/he-s-a-cop-say-bernie-backers-withdrawing-support-a-1841583345
110,https://politics.theonion.com/2020-race-upended-after-new-poll-finds-trump-democrats-1841579553
111,https://politics.theonion.com/increasingly-unhinged-centrists-announce-plan-to-round-1841577980
112,https://politics.theonion.com/timeline-of-the-iowa-caucuses-debacle-1841526055
113,https://politics.theonion.com/buttigieg-touts-progress-connecting-with-black-fortune-1841523446
114,https://politics.theonion.com/he-s-got-the-mulan-virus-yells-don-jr-attempting-to-1841516704
115,https://politics.theonion.com/thai-fishermen-find-iowa-caucus-results-in-stomach-of-t-1841501096
116,https://politics.theonion.com/senate-republicans-say-one-mistake-should-not-ruin-the-1841497854
117,https://politics.theonion.com/trump-spends-national-prayer-breakfast-attacking-god-fo-1841496144
118,https://politics.theonion.com/sanders-makes-last-minute-appeal-to-moderates-by-remind-1841494235
119,https://politics.theonion.com/iowa-democratic-party-finally-releases-full-caucus-resu-1841478057
120,https://politics.theonion.com/both-parties-acting-exactly-how-everyone-expected-them-1841477562
121,https://politics.theonion.com/5-takeaways-from-the-iowa-caucuses-1841477442
122,https://politics.theonion.com/rush-limbaugh-admits-presidential-medal-of-freedom-less-1841475204
123,https://politics.theonion.com/speeding-democratic-campaign-buses-run-over-173-iowans-1841459055
124,https://politics.theonion.com/dnc-offers-startup-500-million-to-develop-pencil-that-1841455042
125,https://politics.theonion.com/dnc-blames-iowa-caucus-problems-on-single-fuck-up-senio-1841453688
126,https://politics.theonion.com/buttigieg-my-record-during-my-first-term-as-president-1841450882
127,https://politics.theonion.com/3-million-iowans-finish-gathering-into-middle-of-gymnas-1841436104
128,https://politics.theonion.com/dnc-mulls-asking-donald-trump-to-run-as-democrat-in-eff-1841432132
129,https://politics.theonion.com/report-fighting-rising-tide-of-authoritarianism-sounds-1841390886
130,https://politics.theonion.com/you-re-a-piece-of-shit-and-i-hope-everyone-like-you-di-1841363666
131,https://politics.theonion.com/the-onion-s-guide-to-the-2020-democratic-candidates-1841331219
132,https://politics.theonion.com/kushner-promises-israel-plan-will-relocate-all-palestin-1841330443
133,https://politics.theonion.com/sanders-unveils-job-training-program-to-provide-meaning-1841328164
134,https://politics.theonion.com/chris-matthews-warns-bernie-sanders-victory-runs-risk-o-1841315089
135,https://politics.theonion.com/joni-ernst-insists-she-hasn-t-seen-any-impeachment-evid-1841313516
136,https://politics.theonion.com/key-players-in-trump-s-impeachment-trial-1841312649
137,https://politics.theonion.com/cbs-inks-deal-for-30-episode-bloomberg-ad-1841309602
138,https://politics.theonion.com/5-things-to-watch-for-at-the-iowa-caucuses-1841280985
139,https://politics.theonion.com/bolton-pledges-to-donate-all-proceeds-from-book-towards-1841270142
140,https://politics.theonion.com/amy-klobuchar-enters-18th-minute-of-tense-standoff-with-1841264371
141,https://politics.theonion.com/mike-pompeo-there-is-overwhelming-and-undeniable-evid-1841262653
142,https://politics.theonion.com/liberals-say-sanders-s-acceptance-of-rogan-endorsement-1841208921
143,https://politics.theonion.com/melting-giraffe-congressman-warns-impeachment-distracti-1841207701
144,https://politics.theonion.com/trump-makes-powerful-pro-life-case-by-speaking-about-th-1841205766
145,https://politics.theonion.com/trump-woos-march-for-life-crowd-by-kissing-supporter-s-1841201611
146,https://politics.theonion.com/trump-lifts-obama-era-protections-trapping-gangthor-the-1841190945
147,https://politics.theonion.com/justice-roberts-sternly-admonishes-impeachment-particip-1841162643
148,https://politics.theonion.com/senate-republicans-force-through-resolution-establishin-1841160202
149,https://politics.theonion.com/contrarian-new-york-times-travel-section-breaks-with-1841141745
150,https://politics.theonion.com/kellyanne-conway-suggests-martin-luther-king-jr-would-1841137797
151,https://politics.theonion.com/they-can-t-impeach-someone-they-can-t-see-say-trump-1841102118
152,https://politics.theonion.com/underwear-clad-senators-line-up-before-congressional-do-1841068546
153,https://politics.theonion.com/republican-senators-maintain-they-ll-weigh-all-evidence-1841067235
154,https://politics.theonion.com/cnn-reveals-bernie-sanders-running-for-president-of-cou-1841049711
155,https://politics.theonion.com/stephen-miller-hurt-at-being-passed-over-for-job-stalki-1841048749
156,https://politics.theonion.com/cnn-audio-analysis-reveals-biden-caught-on-wet-mic-whil-1841044121
157,https://politics.theonion.com/highlights-of-the-seventh-democratic-debate-1841028043
158,https://politics.theonion.com/articles-of-impeachment-sent-through-winding-maze-of-pn-1841026690
159,https://politics.theonion.com/public-disapproval-of-iran-approach-convinces-trump-to-1841025102
160,https://politics.theonion.com/biden-asks-advisors-how-much-longer-he-has-to-pretend-t-1841023184
161,https://politics.theonion.com/pros-and-cons-of-economic-sanctions-1841022093
162,https://politics.theonion.com/pete-buttigieg-trapped-in-freezer-after-searching-iowa-1841016327
163,https://politics.theonion.com/cnn-reminds-debate-participants-to-keep-personal-attack-1841007211
164,https://politics.theonion.com/cnn-moderator-challenges-sanders-support-for-women-by-1841007164
165,https://politics.theonion.com/hey-remember-john-hickenlooper-says-wolf-blitzer-to-1841007120
166,https://politics.theonion.com/cnn-figures-it-can-soak-tom-steyer-for-couple-million-b-1841006882
167,https://politics.theonion.com/democratic-candidates-immediately-descend-into-violent-1841003757
168,https://politics.theonion.com/sanders-campaign-doubles-down-with-new-ad-warning-ameri-1841000767
169,https://politics.theonion.com/swing-voter-really-relates-to-buttigieg-s-complete-lack-1840998430
170,https://politics.theonion.com/trump-warns-iran-not-to-kill-any-protesters-who-u-s-al-1840978731
171,https://politics.theonion.com/cory-booker-drops-out-of-2020-rat-race-after-falling-in-1840977170
172,https://politics.theonion.com/prominent-evangelical-magazine-calls-for-removing-trump-1840559882
173,https://politics.theonion.com/dnc-bows-to-pressure-by-adding-andrew-cuomo-to-increase-1840541816
174,https://politics.theonion.com/dnc-eases-debate-requirements-to-0-1-above-whatever-co-1840541740
175,https://politics.theonion.com/trump-claims-he-knows-john-dingell-is-in-hell-because-h-1840538904
176,https://politics.theonion.com/gop-turns-dozens-of-house-democrats-away-from-impeachme-1840517918
177,https://politics.theonion.com/congressman-could-ve-sworn-last-impeachment-was-catered-1840516388
178,https://politics.theonion.com/poll-finds-54-of-americans-approve-executing-trump-but-1840514848
179,https://politics.theonion.com/congress-reaches-1-4-trillion-spending-deal-to-award-e-1840487341
180,https://politics.theonion.com/and-then-those-12-people-send-it-to-12-people-that-s-1-1840464251
181,https://politics.theonion.com/well-spoken-my-good-fellow-but-let-me-retort-says-1840399399
182,https://politics.theonion.com/fox-news-condemns-2020-election-as-partisan-witch-hunt-1840395457
183,https://politics.theonion.com/pros-and-cons-of-social-media-banning-political-ads-1840368969
184,https://politics.theonion.com/biggest-revelations-of-the-inspector-general-s-report-o-1840365828
185,https://politics.theonion.com/trump-offers-hunter-biden-job-in-energy-department-base-1840317620
186,https://politics.theonion.com/so-called-ronald-reagan-presidential-library-looks-noth-1840317494
187,https://politics.theonion.com/pete-buttigieg-blames-inability-to-disclose-political-s-1840272883
188,https://politics.theonion.com/trump-orders-national-christmas-tree-be-cut-to-one-inch-1840268901
189,https://politics.theonion.com/matt-gaetz-solemnly-raises-pistol-to-head-after-realizi-1840248290
190,https://politics.theonion.com/sonny-perdue-argues-food-stamp-cuts-will-incentivize-pe-1840243415
191,https://politics.theonion.com/boris-johnson-worried-anti-semitism-accusations-against-1840242337
192,https://politics.theonion.com/jimmy-carter-devotes-rest-of-life-to-raising-awareness-1840243893
193,https://politics.theonion.com/jilted-trump-announces-formation-of-cooler-way-more-po-1840205187
194,https://politics.theonion.com/pros-and-cons-of-talking-politics-at-work-1840199364
195,https://politics.theonion.com/one-eyed-man-who-kamala-harris-locked-up-25-years-ago-q-1840182471
196,https://politics.theonion.com/kamala-harris-supporter-insists-her-inspiring-message-o-1840180743
197,https://politics.theonion.com/michael-bloomberg-treats-self-to-second-flashier-presi-1840175980
198,https://politics.theonion.com/nation-calls-for-letting-biden-rub-women-s-shoulders-ag-1840150505
199,https://politics.theonion.com/pete-buttigieg-admits-only-recently-realizing-black-peo-1840149324
200,https://politics.theonion.com/mitt-romney-retires-to-fainting-couch-after-suggesting-1840035966
201,https://politics.theonion.com/i-could-spare-some-change-says-man-about-to-become-b-1839991083
202,https://politics.theonion.com/highlights-of-the-fifth-democratic-debate-1839987764
203,https://politics.theonion.com/trump-honors-war-criminal-with-presidential-string-of-h-1839987976
204,https://politics.theonion.com/sweating-grunting-mike-pence-straining-to-rapture-hims-1839984347
205,https://politics.theonion.com/dnc-server-celebrates-escape-from-u-s-jurisdiction-sur-1839984213
206,https://politics.theonion.com/i-ll-see-you-in-hell-says-giuliani-slamming-door-on-1839983804
207,https://politics.theonion.com/hey-are-you-gonna-let-me-talk-shouts-rudy-giuliani-1839969630
208,https://politics.theonion.com/trump-tries-to-doxx-impeachment-inquiry-by-tweeting-add-1839966163
209,https://politics.theonion.com/i-yield-the-remainder-of-my-time-to-you-the-viewer-at-1839962546
210,https://politics.theonion.com/cory-booker-taken-aback-to-find-dozens-of-pictures-of-h-1839961966
211,https://politics.theonion.com/biggest-revelations-from-the-anonymous-trump-official-s-1839952741
212,https://politics.theonion.com/jim-jordan-arrives-in-congress-displaying-even-more-cas-1839941332
213,https://politics.theonion.com/trump-declares-he-s-healthier-than-ever-while-addressin-1839926263
214,https://politics.theonion.com/buttigieg-campaign-appeals-to-moderate-republicans-by-t-1839925378
215,https://politics.theonion.com/how-political-ads-are-made-1839896374
216,https://politics.theonion.com/yovanovitch-testifies-that-she-was-removed-to-make-way-1839895020
217,https://politics.theonion.com/full-trump-transcript-includes-37-pages-of-confused-pre-1839894483
218,https://politics.theonion.com/washington-post-impeachment-critic-gives-insipid-day-1839866848
219,https://politics.theonion.com/deval-patrick-acquires-high-favorability-numbers-good-1839864061
220,https://politics.theonion.com/paralyzed-mike-pence-lies-against-bathroom-wall-for-hou-1839861239
221,https://politics.theonion.com/5-things-to-know-about-nikki-haley-1839830813
222,https://politics.theonion.com/tiny-rejuvenated-jimmy-carter-emerges-from-pile-of-ash-1839809935
223,https://politics.theonion.com/sean-spicer-takes-job-in-trump-administration-to-help-p-1839808641
224,https://politics.theonion.com/tips-for-testifying-before-congress-1839724614
225,https://politics.theonion.com/jim-jordan-condemns-richard-strauss-for-masturbating-ri-1839723619
226,https://politics.theonion.com/dnc-leaders-bury-heads-in-hands-after-new-moderate-pres-1839699377
227,https://politics.theonion.com/republicans-demand-whistleblower-reveal-their-identity-1839668404
228,https://politics.theonion.com/timeline-of-u-s-syria-relations-1839651916
229,https://politics.theonion.com/msnbc-poll-finds-support-for-bernie-sanders-has-plummet-1839538968
230,https://politics.theonion.com/poll-shows-support-for-impeachment-weakest-among-uncont-1839513857
231,https://politics.theonion.com/hey-you-want-to-be-a-federal-judge-says-mitch-mccon-1839506844
232,https://politics.theonion.com/oh-jesus-now-what-says-exhausted-trump-turning-on-n-1839478742
233,https://politics.theonion.com/vindman-says-ukraine-transcript-left-out-lengthy-sectio-1839474543
234,https://politics.theonion.com/should-people-automatically-respect-the-office-of-the-p-1839473878
235,https://politics.theonion.com/bernie-sanders-holds-secret-campaign-meeting-with-15-00-1839448155
236,https://politics.theonion.com/congress-clears-boeing-of-all-wrongdoing-after-being-ap-1839445588
237,https://politics.theonion.com/again-again-again-exclaims-clapping-grinning-trum-1839420249
238,https://politics.theonion.com/desperate-cash-strapped-biden-selling-hand-formerly-sh-1839417054
239,https://politics.theonion.com/trump-mortified-after-world-series-crowd-starts-booing-1839417630
240,https://politics.theonion.com/tim-ryan-s-wife-puts-on-strained-smile-as-former-candid-1839365571
241,https://politics.theonion.com/sympathetic-representatives-let-lindsey-graham-into-imp-1839363520
242,https://politics.theonion.com/what-about-all-the-good-times-says-cornered-presiden-1839361527
243,https://politics.theonion.com/out-of-work-robert-mueller-opens-investigation-into-whe-1839361390
244,https://politics.theonion.com/trump-ties-thousands-of-balloons-to-white-house-roof-in-1839332764
245,https://politics.theonion.com/republicans-storm-national-statuary-hall-demand-to-be-1839330032
246,https://politics.theonion.com/walls-of-congress-dissolve-into-endless-blue-void-as-zu-1839300048
247,https://politics.theonion.com/trump-cancels-white-house-subscription-to-highlights-1839272069
248,https://politics.theonion.com/secret-service-opens-fire-on-section-of-slippery-floor-1839270848
249,https://politics.theonion.com/trump-apologizes-for-impeachment-comment-after-learning-1839268693
250,https://politics.theonion.com/jimmy-carter-forced-to-remove-dozens-of-genital-piercin-1839264331
251,https://politics.theonion.com/assad-starting-to-feel-like-friendship-with-tulsi-gabba-1839232835
252,https://politics.theonion.com/paranoid-trump-surrounded-by-completely-unfamiliar-face-1839221846
253,https://politics.theonion.com/pete-buttigieg-tries-appealing-to-moderate-boomers-by-a-1839166979
254,https://politics.theonion.com/resistance-democrats-cheer-nancy-pelosi-after-viral-pho-1839138224
255,https://politics.theonion.com/you-ll-never-take-me-alive-shouts-giuliani-jumping-o-1839108048
256,https://politics.theonion.com/highlights-of-the-fourth-democratic-debate-1839105314
257,https://politics.theonion.com/trump-supporter-comes-away-from-democratic-debate-with-1839104120
258,https://politics.theonion.com/tulsi-gabbard-clearly-vying-for-spot-on-2020-election-w-1839100929
259,https://politics.theonion.com/pros-and-cons-of-whistleblowing-1839097349
260,https://politics.theonion.com/bernie-sanders-renounces-call-for-economic-equality-aft-1839078863
261,https://politics.theonion.com/tom-steyer-upgrades-to-luxury-class-debate-section-with-1839078708
262,https://politics.theonion.com/cnn-moderator-desk-crowded-after-16-pundits-qualify-for-1839078392
263,https://politics.theonion.com/oh-goddamnit-says-pete-buttigieg-after-realizing-non-1839077902
264,https://politics.theonion.com/hunter-biden-admits-it-was-poor-judgment-to-be-involved-1839064969
265,https://politics.theonion.com/trump-flees-government-oppression-by-relocating-adminis-1838972042
266,https://politics.theonion.com/timeline-of-the-gop-s-relationship-with-trump-1838958980
267,https://politics.theonion.com/they-can-t-arrest-both-of-us-says-giuliani-handcuffi-1838947437
268,https://politics.theonion.com/despondent-trump-drives-golf-cart-into-water-hazard-1838927609
269,https://politics.theonion.com/at-least-they-don-t-know-about-my-leaking-prolapsed-a-1838921227
270,https://politics.theonion.com/trump-assures-kurds-there-will-one-day-be-very-nice-tre-1838917478
271,https://politics.theonion.com/trump-retweets-photo-of-supportive-good-job-donald-m-1838895287
272,https://politics.theonion.com/gop-lawmakers-watch-silently-as-trump-strangles-each-of-1838885386
273,https://politics.theonion.com/trump-cabinet-officials-resentful-of-increasing-power-w-1838851537
274,https://politics.theonion.com/trump-furiously-searching-raytheon-catalog-for-gift-aft-1838786104
275,https://politics.theonion.com/giuliani-when-the-going-gets-tough-i-can-always-look-1838782365
276,https://politics.theonion.com/kamala-harris-undergoes-heart-surgery-after-seeing-posi-1838752378
277,https://politics.theonion.com/please-guide-me-in-my-darkest-hour-lord-prays-trump-1838748381
278,https://politics.theonion.com/justin-trudeau-explains-deep-spiritual-significance-of-1838747531
279,https://politics.theonion.com/5-things-to-know-about-eugene-scalia-1838719137
280,https://politics.theonion.com/pompeo-clarifies-anyone-in-country-can-listen-in-on-tru-1838708616
281,https://politics.theonion.com/sanders-attributes-recovery-to-thousands-of-small-blood-1838706607
282,https://politics.theonion.com/are-you-the-whistleblower-trump-boys-ask-white-house-1838701775
283,https://politics.theonion.com/bernie-sanders-unveils-plan-to-tackle-income-inequality-1838669168
284,https://politics.theonion.com/trump-aides-investigating-whistleblower-struggling-to-i-1838638329
285,https://politics.theonion.com/slide-whistleblower-complaint-reveals-trump-s-pants-aro-1838543204
286,https://politics.theonion.com/mitch-mcconnell-dodges-reporter-s-question-by-quickly-s-1838541164
287,https://politics.theonion.com/lindsey-graham-demands-to-know-how-trump-supposed-to-le-1838531487
288,https://politics.theonion.com/how-impeachment-works-1838500302
289,https://politics.theonion.com/chelsea-manning-reality-winner-excitedly-hoping-nation-1838499254
290,https://politics.theonion.com/resistance-democrat-racking-brain-for-way-to-sexualize-1838492355
291,https://politics.theonion.com/trump-opens-door-on-air-force-one-again-1838479654
292,https://politics.theonion.com/white-house-unveils-lightly-edited-memorandum-of-u-s-c-1838452639
293,https://politics.theonion.com/weak-exhausted-nancy-pelosi-given-saline-drip-followin-1838451119
294,https://politics.theonion.com/trump-approval-rating-surges-to-98-immediately-followi-1838448171
295,https://politics.theonion.com/beto-o-rourke-s-son-concerned-trump-will-order-ukraine-1838417067
296,https://politics.theonion.com/democrats-criticize-trump-for-attacking-greta-thunberg-1838410351
297,https://politics.theonion.com/house-democrats-issue-condemnation-of-ukraine-for-makin-1838363911
298,https://politics.theonion.com/joe-kennedy-dodges-crashing-planes-swerving-cars-after-1838310963
299,https://politics.theonion.com/justin-trudeau-responds-to-blackface-criticism-with-new-1838258264
300,https://politics.theonion.com/trump-orders-presidential-motorcade-to-take-detour-thro-1838258152
301,https://politics.theonion.com/pompeo-to-increase-bombing-in-afghanistan-after-figurin-1838255613
302,https://politics.theonion.com/mike-pompeo-appears-with-families-of-lost-saudi-oil-to-1838223792
303,https://politics.theonion.com/trump-confirms-that-it-was-iran-or-some-country-like-th-1838190385
304,https://politics.theonion.com/john-bolton-asked-to-leave-condo-board-meeting-after-re-1838154635
305,https://politics.theonion.com/kavanaugh-denies-new-sexual-misconduct-claim-during-emo-1838153452
306,https://politics.theonion.com/highlights-of-the-third-democratic-debate-1838101805
307,https://politics.theonion.com/moderator-jorge-ramos-asks-candidates-how-they-would-he-1838083665
308,https://politics.theonion.com/biden-complains-moderators-keep-giving-him-ample-time-t-1838083302
309,https://politics.theonion.com/marianne-williamson-materializes-on-stage-in-cloud-of-p-1838082993
310,https://politics.theonion.com/harris-campaign-appeals-to-middle-american-voters-with-1838082554
311,https://politics.theonion.com/house-democrats-vow-to-hold-president-accountable-with-1838020720
312,https://politics.theonion.com/ex-cia-agent-valerie-plame-releases-campaign-video-depi-1838017732
313,https://politics.theonion.com/john-bolton-consoles-self-that-at-least-he-didn-t-help-1838014961
314,https://politics.theonion.com/america-ends-negotiations-with-bloodthirsty-warlord-a-1838014761
315,https://politics.theonion.com/trump-under-fire-for-forcing-astronauts-to-stay-in-iris-1837988848
316,https://politics.theonion.com/trump-inadvertently-saves-life-of-yemeni-family-after-a-1837934668
317,https://politics.theonion.com/nation-s-bison-hold-lavish-fundraiser-in-effort-to-get-1837934578
318,https://politics.theonion.com/marianne-williamson-deletes-tweets-about-using-mind-to-1837906740
