,0
37,https://local.theonion.com/disgusted-patio-diner-pretty-sure-she-just-saw-coronavi-1844064062
38,https://local.theonion.com/42-year-old-man-still-unsure-what-his-interests-are-1844054884
39,https://local.theonion.com/birch-tree-pictures-nude-4-000-year-old-bristlecone-pin-1844052495
40,https://local.theonion.com/36-year-old-man-begins-outlining-a-savings-plan-for-ps5-1844041571
41,https://local.theonion.com/city-enters-phase-4-of-pretending-coronavirus-over-1844037065
42,https://local.theonion.com/woman-on-sidewalk-can-t-even-summon-kernel-of-whimsy-re-1843984607
43,https://local.theonion.com/37-year-old-worried-he-might-have-missed-boat-on-becomi-1843983084
44,https://local.theonion.com/second-meal-after-grocery-trip-a-severe-drop-off-from-f-1843971757
45,https://local.theonion.com/woman-begins-defeated-slog-back-upstairs-to-apartment-t-1843971647
46,https://local.theonion.com/8-month-odyssey-of-distress-despair-ends-in-redemption-1843968805
47,https://local.theonion.com/apparently-even-fence-feels-need-to-comment-on-woman-s-1843965348
48,https://local.theonion.com/wriggling-cat-to-be-held-until-it-accepts-its-fate-1843952221
49,https://local.theonion.com/family-left-elderly-grandmother-to-die-in-nursing-home-1843922346
50,https://local.theonion.com/on-top-of-everything-man-s-allergies-also-acting-up-1843906195
51,https://local.theonion.com/old-bike-chain-needing-more-and-more-lube-to-perform-1843852323
52,https://local.theonion.com/woman-needs-to-shut-up-and-allow-man-to-be-ally-1843751585
53,https://local.theonion.com/man-questions-if-it-really-necessary-for-protesters-to-1843736724
54,https://local.theonion.com/inspirational-hang-in-there-chalk-message-the-thing-t-1843729958
55,https://local.theonion.com/half-hour-of-constant-rubbing-somehow-fails-to-soothe-i-1843706404
56,https://local.theonion.com/family-increasingly-terrified-that-ghost-haunting-house-1843702209
57,https://local.theonion.com/man-always-self-sabotaging-by-working-to-the-best-of-hi-1843612420
58,https://local.theonion.com/man-shines-phone-light-over-empty-condom-drawer-like-wi-1843607816
59,https://local.theonion.com/unclear-why-only-one-half-of-couple-wearing-mask-1843569397
60,https://local.theonion.com/conversation-starved-man-finally-treating-bumping-into-1843563711
61,https://local.theonion.com/garlic-clove-concerned-about-being-deployed-into-water-1843563546
62,https://local.theonion.com/this-is-a-crazy-time-and-it-s-okay-if-you-re-scared-1843544576
63,https://local.theonion.com/recipe-calls-for-banana-as-if-man-has-access-to-fucking-1843525613
64,https://local.theonion.com/unplanned-2-30-a-m-trip-through-steven-seagal-s-wikipe-1843522653
65,https://local.theonion.com/so-called-hero-puts-eggs-at-bottom-of-grocery-bag-1843519568
66,https://local.theonion.com/no-one-aware-coworker-stormed-out-of-slack-meeting-1843484014
67,https://local.theonion.com/nervous-new-driver-going-to-stick-to-sidewalks-until-he-1843483369
68,https://local.theonion.com/singing-birds-dressing-princess-all-struggling-with-bra-1843465453
69,https://local.theonion.com/nurse-wearing-snoopy-scrubs-floral-face-mask-to-work-m-1843459865
70,https://local.theonion.com/family-can-trace-ancestry-back-to-whatever-the-hell-gra-1843444469
71,https://local.theonion.com/coffee-made-poured-consumed-without-single-conscious-1843412623
72,https://local.theonion.com/eighth-grader-would-have-cranked-classroom-pencil-sharp-1843414876
73,https://local.theonion.com/store-reopens-just-in-time-for-closeout-sale-1843412837
74,https://local.theonion.com/god-bless-our-heroes-written-where-tip-should-be-1843395005
75,https://local.theonion.com/all-man-s-fun-facts-from-eisenhower-biography-from-prol-1843394610
76,https://local.theonion.com/man-can-t-wait-for-quarantine-to-end-so-he-can-finally-1843391633
77,https://local.theonion.com/nypd-officer-hopes-black-teen-only-coughing-because-he-1843322507
78,https://local.theonion.com/rich-college-student-trying-to-find-shabbiest-angle-in-1843320857
79,https://local.theonion.com/man-just-can-t-be-with-someone-who-he-projects-so-many-1843295738
80,https://local.theonion.com/bride-only-one-not-relieved-about-postponed-wedding-dat-1843268098
81,https://local.theonion.com/man-feels-like-he-gets-gist-of-enlightenment-after-firs-1843260836
82,https://local.theonion.com/man-can-t-unsee-that-mcdonald-s-logo-just-big-m-1843244363
83,https://local.theonion.com/kindergartener-can-t-believe-friend-has-never-seen-car-1843242542
84,https://local.theonion.com/indomitable-honey-bee-stings-itself-rather-than-fall-to-1843242389
85,https://local.theonion.com/man-not-sure-he-can-take-another-6-weeks-of-barely-foll-1843201749
86,https://local.theonion.com/hospital-room-admittedly-nice-change-of-scenery-1843197289
87,https://local.theonion.com/man-in-quarantine-can-t-remember-how-long-it-s-been-sin-1843185841
88,https://local.theonion.com/look-brother-sister-don-t-like-that-they-re-soulmates-1843185684
89,https://local.theonion.com/exhausted-parents-struggling-to-limit-child-s-time-usin-1843185154
90,https://local.theonion.com/bourgeois-pig-owns-ostentatious-glass-crafted-specifica-1843182534
91,https://local.theonion.com/longtime-person-dead-at-86-1843159535
92,https://local.theonion.com/zoom-crasher-becomes-too-engrossed-in-sales-meeting-to-1843158381
93,https://local.theonion.com/woman-in-studio-apartment-jealously-watches-woman-stand-1843154371
94,https://local.theonion.com/dog-screamed-into-1843137370
95,https://local.theonion.com/teleconferencing-pastor-requests-any-worshipper-current-1843129229
96,https://local.theonion.com/every-day-garbage-day-for-garbage-man-1843129175
97,https://local.theonion.com/occupation-drop-down-menu-forces-man-to-scroll-past-lis-1843104474
98,https://local.theonion.com/report-jogger-brushing-past-you-on-street-yesterday-al-1843046684
99,https://local.theonion.com/burnt-piece-of-toast-on-top-of-trash-serves-as-humiliat-1843040797
100,https://local.theonion.com/baby-emerges-from-game-of-peekaboo-wiser-more-reflecti-1843023632
101,https://local.theonion.com/man-reaches-first-of-dozens-of-breaking-points-to-come-1843023048
102,https://local.theonion.com/wincing-screaming-mom-feels-searing-pain-in-head-every-1843020878
103,https://local.theonion.com/man-not-sure-why-he-thought-most-psychologically-taxing-1843004933
104,https://local.theonion.com/it-starting-to-become-pretty-clear-just-how-much-cruise-1842998274
105,https://local.theonion.com/if-woman-makes-it-through-this-she-finally-going-to-we-1842987042
106,https://local.theonion.com/man-reminds-self-woman-on-chiquita-banana-sticker-only-1842979185
107,https://local.theonion.com/antsy-nursing-home-residents-counting-down-seconds-unti-1842961884
108,https://local.theonion.com/salutations-and-good-tidings-blurts-out-man-speaking-1842922425
109,https://local.theonion.com/mental-health-walk-spent-being-glared-at-by-quarantined-1842922393
110,https://local.theonion.com/pathetic-minimum-wage-worker-devastated-about-losing-jo-1842921420
111,https://local.theonion.com/russian-roulette-champion-wouldn-t-let-his-son-play-rus-1842904679
112,https://local.theonion.com/boyfriend-announces-plan-to-spend-infuriating-afternoon-1842899942
113,https://local.theonion.com/barber-i-was-a-barber-says-man-struggling-to-recall-1842899648
114,https://local.theonion.com/lonely-pedophile-wistfully-surveys-deserted-schoolyard-1842883329
115,https://local.theonion.com/i-can-still-cook-this-right-asks-woman-holding-up-w-1842797312
116,https://local.theonion.com/just-go-home-and-sleep-it-off-says-doctor-to-coughin-1842750060
117,https://local.theonion.com/exhausting-every-other-way-to-pass-time-couple-begins-1842735158
118,https://local.theonion.com/woman-working-from-home-not-sure-she-ll-ever-be-able-to-1842648922
119,https://local.theonion.com/cousin-reluctantly-checked-in-on-1842647885
120,https://local.theonion.com/life-risked-once-again-purchasing-frozen-waffles-1842616695
121,https://local.theonion.com/it-instantly-clear-girlfriend-used-to-fuck-guy-being-me-1842613627
122,https://local.theonion.com/horse-probably-only-vegetarian-for-attention-1842594225
123,https://local.theonion.com/employee-proves-diligence-by-arriving-to-video-conferen-1842584530
124,https://local.theonion.com/man-watching-space-force-rocket-launch-gazes-in-awe-at-1842568511
125,https://local.theonion.com/global-pandemic-that-has-killed-thousands-giving-woman-1842528634
126,https://local.theonion.com/man-reflects-on-cyclical-nature-of-existence-after-lear-1842513261
127,https://local.theonion.com/unpatriotic-whiner-demands-ventilator-1842510558
128,https://local.theonion.com/british-man-astounded-to-hear-how-much-it-would-cost-to-1842508566
129,https://local.theonion.com/jigsaw-puzzle-missing-like-999-pieces-1842508263
130,https://local.theonion.com/man-just-buying-one-of-every-cleaning-product-in-case-t-1842493766
131,https://local.theonion.com/woman-working-from-home-instinctively-tries-to-steal-ta-1842491921
132,https://local.theonion.com/coronavirus-forces-landlord-to-cut-back-on-taking-care-1842458722
133,https://local.theonion.com/this-tastes-like-nothing-i-must-have-coronavirus-sa-1842457483
134,https://local.theonion.com/self-isolated-woman-going-so-crazy-she-s-started-talkin-1842457155
135,https://local.theonion.com/dog-not-sure-how-to-interpret-crazy-dream-where-it-saw-1842455764
136,https://local.theonion.com/defiant-123-year-old-not-going-to-let-coronavirus-stop-1842415175
137,https://local.theonion.com/woman-annoyed-cat-would-rather-play-with-hair-tie-than-1842413999
138,https://local.theonion.com/employee-working-from-home-frantically-trying-to-finish-1842400353
139,https://local.theonion.com/frustrated-dog-has-no-time-to-jerk-off-now-that-owner-h-1842396795
140,https://local.theonion.com/woman-tries-to-spark-casual-chat-in-long-grocery-store-1842363385
141,https://local.theonion.com/report-cat-can-tell-you-ve-been-drinking-again-1842361081
142,https://local.theonion.com/divorced-mom-at-point-in-life-where-she-figures-she-mig-1842359133
143,https://local.theonion.com/guests-spit-mouthfuls-of-tuna-into-buckets-at-starkist-1842312475
144,https://local.theonion.com/coworkers-at-bathroom-sink-locked-in-tense-standoff-ove-1842294947
145,https://local.theonion.com/you-a-pumpkin-headed-bitch-announces-bus-teenager-1842293641
146,https://local.theonion.com/i-can-t-wait-to-dress-up-as-the-coronavirus-for-hallow-1842271965
147,https://local.theonion.com/girlfriend-making-playlist-of-bands-you-might-like-to-a-1842268055
148,https://local.theonion.com/things-must-be-getting-pretty-serious-for-girlfriend-s-1842244118
149,https://local.theonion.com/insecure-man-worried-everyone-at-gym-will-stare-at-his-1842241618
150,https://local.theonion.com/cashier-enlists-assistance-of-slightly-more-competent-c-1842237544
151,https://local.theonion.com/woman-s-subconscious-not-sure-how-much-more-clearly-it-1842215067
152,https://local.theonion.com/fact-that-man-being-criticized-just-goes-to-prove-his-p-1842213659
153,https://local.theonion.com/man-talking-big-game-about-having-shroom-hookup-folds-a-1842156433
154,https://local.theonion.com/man-who-s-really-excited-to-one-day-have-children-must-1842149499
155,https://local.theonion.com/restaurant-expensive-enough-that-menu-just-single-sheet-1842127666
156,https://local.theonion.com/serial-killer-nostalgic-for-bygone-days-when-he-could-s-1842094519
157,https://local.theonion.com/man-loses-control-of-stretch-1842094430
158,https://local.theonion.com/elderly-woman-wheeling-oxygen-tank-takes-over-bus-prio-1842085813
159,https://local.theonion.com/closet-with-the-luggage-all-fucked-up-1842085752
160,https://local.theonion.com/woman-braces-self-as-documentary-shows-sea-lions-happil-1842085392
161,https://local.theonion.com/baby-totally-strung-out-on-attention-1842056934
162,https://local.theonion.com/man-commits-to-being-overly-nice-for-next-45-minutes-to-1842032965
163,https://local.theonion.com/eukaryote-traumatized-after-accidentally-witnessing-par-1842031524
164,https://local.theonion.com/depressed-mom-can-t-even-enjoy-adult-son-s-new-haircut-1842031261
165,https://local.theonion.com/building-self-conscious-about-patch-of-discolored-brick-1842016543
166,https://local.theonion.com/weighted-blanket-sure-to-succeed-where-cbd-salt-lamp-1842015748
167,https://local.theonion.com/man-annoyed-he-no-longer-even-able-to-go-to-wuhan-to-ea-1841980796
168,https://local.theonion.com/child-doing-stations-of-the-cross-reflects-on-boredom-c-1841973281
169,https://local.theonion.com/man-doesn-t-mind-long-commute-because-it-gives-him-extr-1841952530
170,https://local.theonion.com/no-stop-please-shouts-woman-as-hands-uncontrollabl-1841952416
171,https://local.theonion.com/breaking-mama-1841938168
172,https://local.theonion.com/driver-enraged-at-rider-who-threw-up-in-ambulance-1841933159
173,https://local.theonion.com/neurosurgeon-feels-lucky-he-was-able-to-turn-hobby-into-1841933012
174,https://local.theonion.com/i-m-free-i-m-finally-free-thinks-parent-before-real-1841932754
175,https://local.theonion.com/handwritten-sign-clarifies-flooded-urinal-covered-in-ga-1841932602
176,https://local.theonion.com/idiotic-squirrel-with-acorn-runs-away-from-man-as-if-he-1841915151
177,https://local.theonion.com/reform-fifty-shades-reader-doesn-t-think-christian-an-1841911013
178,https://local.theonion.com/dead-eyed-tattoo-artist-has-inked-tomorrow-is-promised-1841895789
179,https://local.theonion.com/concerned-baby-starting-to-worry-lethargic-distant-mom-1841885200
180,https://local.theonion.com/mom-with-arms-full-of-groceries-holds-baby-by-scruff-of-1841811849
181,https://local.theonion.com/armed-teacher-rehearses-shooting-wall-gunman-3-studen-1841767233
182,https://local.theonion.com/waiter-asks-if-couple-would-like-to-pack-him-up-in-litt-1841735139
183,https://local.theonion.com/man-who-didn-t-order-anything-online-still-checks-name-1841735056
184,https://local.theonion.com/dad-unleashes-haunting-moan-of-satisfaction-upon-descen-1841691989
185,https://local.theonion.com/couple-takes-weekend-trip-outside-city-to-get-away-from-1841691914
186,https://local.theonion.com/you-should-put-your-name-on-the-karaoke-list-reports-1841667038
187,https://local.theonion.com/diagram-warning-child-could-drown-in-bucket-much-more-c-1841646653
188,https://local.theonion.com/man-scrambling-to-furnish-apartment-before-date-shows-u-1841646351
189,https://local.theonion.com/pregnant-woman-finally-knows-joy-of-what-it-feels-like-1841634986
190,https://local.theonion.com/man-has-faint-inkling-of-what-greeting-card-with-pictur-1841637231
191,https://local.theonion.com/emergency-room-staff-assures-parents-that-burger-king-c-1841613629
192,https://local.theonion.com/man-calms-down-from-violent-rage-after-seeing-or-curre-1841602714
193,https://local.theonion.com/fertility-clinic-employee-asks-couple-if-they-d-like-to-1841589593
194,https://local.theonion.com/man-crippled-by-fear-of-failure-as-if-it-hadn-t-already-1841580224
195,https://local.theonion.com/engineer-thinking-bridge-for-this-one-1841574174
196,https://local.theonion.com/mom-still-seething-over-car-that-blew-through-stop-sign-1841574099
197,https://local.theonion.com/parkinson-s-gene-waiting-to-switch-on-until-everything-1841525906
198,https://local.theonion.com/billboard-super-judgmental-since-converting-to-christia-1841471163
199,https://local.theonion.com/pedestrians-passing-each-other-on-sidewalk-stop-to-let-1841469934
200,https://local.theonion.com/somebody-in-mosh-pit-all-sweaty-1841450157
201,https://local.theonion.com/baby-delighted-by-grandfather-making-silly-faces-during-1841429597
202,https://local.theonion.com/man-wastes-entire-life-chasing-unrealistic-pipe-dream-o-1841429542
203,https://local.theonion.com/queen-reminds-worker-bees-they-still-represent-colony-e-1841428961
204,https://local.theonion.com/frustrated-tenant-only-5-or-6-days-away-from-sending-ge-1841428055
205,https://local.theonion.com/smart-fridge-fires-beer-into-crowd-of-appliances-during-1841386658
206,https://local.theonion.com/usa-chants-patriotic-man-envisioning-2-mile-square-r-1841328542
207,https://local.theonion.com/lost-grandfather-with-dementia-found-hundreds-of-miles-1841327741
208,https://local.theonion.com/cow-in-really-great-shape-1841327336
209,https://local.theonion.com/real-new-yorker-folds-slice-of-cheesecake-in-half-befor-1841281559
210,https://local.theonion.com/black-metal-fan-conflicted-about-supporting-artist-who-1841280341
211,https://local.theonion.com/parents-impressed-by-how-big-baby-has-gotten-after-just-1841267661
212,https://local.theonion.com/acquaintances-at-happy-hour-break-into-cold-sweat-as-mu-1841208808
213,https://local.theonion.com/well-i-could-do-that-says-art-museum-attendee-viewin-1841159893
214,https://local.theonion.com/30-minute-silence-in-car-broken-with-we-re-making-good-1841144889
215,https://local.theonion.com/impatient-man-forced-to-wait-to-have-sex-until-wife-fin-1841140703
216,https://local.theonion.com/area-dad-sure-knows-a-lot-about-local-weather-woman-1841137049
217,https://local.theonion.com/recipe-clipping-on-fridge-officially-outlives-newspaper-1841134938
218,https://local.theonion.com/canadian-man-wishes-there-was-some-way-to-pay-his-docto-1841134326
219,https://local.theonion.com/amazon-reviewer-posts-selfie-with-purchased-toaster-1841101910
220,https://local.theonion.com/man-assumed-being-heartless-egotistical-maniac-would-h-1841069399
221,https://local.theonion.com/couple-decide-they-re-better-off-as-siblings-1841031335
222,https://local.theonion.com/man-afraid-he-ll-seem-vulnerable-if-he-reaches-out-to-f-1841031110
223,https://local.theonion.com/morbid-visit-home-begins-with-grandfather-only-able-to-1841021596
224,https://local.theonion.com/cereal-too-crispy-needs-to-soak-1841016263
225,https://local.theonion.com/pine-tree-lying-on-curb-struggling-to-understand-own-li-1840975718
226,https://local.theonion.com/landlord-figures-he-can-pass-off-uninhabitable-shithole-1840970470
227,https://local.theonion.com/man-validated-after-discovering-popular-kid-from-high-s-1840895887
228,https://local.theonion.com/couple-no-fun-anymore-after-having-kids-die-1840874125
229,https://local.theonion.com/dentist-feels-blessed-that-he-still-gets-turned-on-by-t-1840873869
230,https://local.theonion.com/truffle-oil-embarrassed-to-be-working-with-low-class-in-1840851620
231,https://local.theonion.com/ravages-of-age-claim-formerly-perky-beer-gut-1840832127
232,https://local.theonion.com/devastated-family-struggling-to-get-through-first-chris-1840566056
233,https://local.theonion.com/caroler-who-forgot-lyrics-getting-pretty-far-just-sayin-1840555783
234,https://local.theonion.com/worker-s-sole-impact-on-company-permanent-ban-on-alcoho-1840555325
235,https://local.theonion.com/man-still-can-t-believe-he-s-not-a-virgin-1840533847
236,https://local.theonion.com/body-positive-male-ally-worried-girlfriend-has-been-pac-1840530156
237,https://local.theonion.com/miracle-dumbbell-found-in-proper-place-on-rack-1840508080
238,https://local.theonion.com/area-man-has-little-present-for-you-1840489498
239,https://local.theonion.com/conciliatory-follow-up-text-sent-to-mom-just-so-don-t-1840486263
240,https://local.theonion.com/all-of-area-man-s-positive-qualities-stolen-from-past-f-1840480814
241,https://local.theonion.com/luddite-in-2070-refuses-to-merge-consciousness-with-sel-1840480408
242,https://local.theonion.com/lucky-teen-lands-job-in-fashion-industry-1840449254
243,https://local.theonion.com/pathetic-man-cries-when-he-s-upset-rather-than-screamin-1840449198
244,https://local.theonion.com/woman-not-as-fun-loving-and-carefree-as-pom-pom-on-wint-1840418766
245,https://local.theonion.com/hungover-coworker-a-little-too-functional-morning-after-1840418267
246,https://local.theonion.com/man-relaxing-his-overwhelming-anxiety-for-just-a-moment-1840392619
247,https://local.theonion.com/company-s-holiday-party-moves-up-timeline-for-bankruptc-1840374149
248,https://local.theonion.com/town-hag-getting-in-pretty-good-day-of-shaking-jangly-b-1840365058
249,https://local.theonion.com/antiques-shop-owner-only-thousands-of-sales-away-from-a-1840311209
250,https://local.theonion.com/learned-coworker-always-has-heard-good-things-about-wha-1840311078
251,https://local.theonion.com/sight-of-his-beautiful-bride-walking-down-aisle-fills-m-1840268044
252,https://local.theonion.com/man-doesn-t-want-to-put-too-much-effort-into-fixing-up-1840266295
253,https://local.theonion.com/mother-confident-that-adult-son-s-cycle-of-emotional-te-1840243326
254,https://local.theonion.com/woman-tries-reading-shampoo-bottle-directions-in-french-1840233046
255,https://local.theonion.com/report-would-ve-been-nice-if-dad-had-loved-original-fa-1840208705
256,https://local.theonion.com/mom-scolds-child-for-pointing-at-homeless-man-instead-o-1840206043
257,https://local.theonion.com/man-s-life-spent-occasionally-eating-barbecue-in-betwee-1840172790
258,https://local.theonion.com/washboard-player-in-jug-band-tired-of-spoons-guy-gettin-1840172500
259,https://local.theonion.com/team-umizoomi-actually-kind-of-interesting-reports-s-1840172408
260,https://local.theonion.com/mom-changes-words-of-prayer-to-be-more-cheerful-1840148597
261,https://local.theonion.com/all-of-woman-s-problems-stem-from-never-having-visited-1840149430
262,https://local.theonion.com/child-decides-to-become-vegetarian-after-forming-close-1840069668
263,https://local.theonion.com/thanksgiving-conversation-devolves-into-just-stating-th-1840069525
264,https://local.theonion.com/new-sip-and-weld-studio-provides-opportunity-to-drink-w-1840068506
265,https://local.theonion.com/man-worried-partner-hasn-t-been-attracted-to-him-ever-s-1840068180
266,https://local.theonion.com/just-be-honest-if-this-looks-good-girlfriend-wearing-1840060577
267,https://local.theonion.com/self-loathing-slowly-morphing-into-pride-as-man-consume-1840060423
268,https://local.theonion.com/computer-not-looking-forward-to-having-to-replace-mans-1840056057
269,https://local.theonion.com/do-you-mind-if-i-put-you-in-my-tiktok-asks-younger-c-1840052744
270,https://local.theonion.com/ant-flees-across-state-line-carrying-big-crumb-1840049036
271,https://local.theonion.com/groundbreaking-chef-transforms-culinary-world-with-choi-1840025040
272,https://local.theonion.com/terrifying-new-therapist-asks-why-you-chose-that-chair-1840024963
273,https://local.theonion.com/child-wondering-why-older-brother-only-one-to-get-funer-1840002671
274,https://local.theonion.com/man-checking-if-chicken-wings-got-hot-enough-in-microwa-1839990944
275,https://local.theonion.com/veterinarian-wishes-owner-would-just-let-dog-answer-one-1839990916
276,https://local.theonion.com/only-person-who-ever-truly-saw-world-for-what-it-is-sta-1839984923
277,https://local.theonion.com/robust-uti-culture-the-closest-woman-going-to-get-to-br-1839961864
278,https://local.theonion.com/i-m-in-witness-protection-i-mean-doctor-i-work-at-do-1839919797
279,https://local.theonion.com/spider-panics-after-losing-track-of-human-it-noticed-sc-1839919653
280,https://local.theonion.com/flu-outbreak-reduces-class-sizes-to-level-appropriate-f-1839892824
281,https://local.theonion.com/area-man-loads-up-on-half-priced-armistice-day-candy-1839869482
282,https://local.theonion.com/woman-knows-husband-just-acting-affectionate-because-he-1839863207
283,https://local.theonion.com/girlfriend-must-have-been-drinking-when-she-texted-pict-1839861021
284,https://local.theonion.com/husband-returning-late-at-night-accidentally-killed-by-1839846096
285,https://local.theonion.com/police-officer-on-desk-duty-placed-on-empty-room-duty-a-1839833365
286,https://local.theonion.com/precocious-5-year-old-already-holding-long-pointless-b-1839831606
287,https://local.theonion.com/crack-of-gunfire-resounding-through-office-gives-woman-1839829825
288,https://local.theonion.com/busboy-father-works-hard-every-day-to-take-food-off-the-1839816228
289,https://local.theonion.com/college-freshman-annoyed-about-having-to-room-with-47-y-1839807313
290,https://local.theonion.com/pack-members-worried-young-wolf-may-be-sociopath-after-1839799787
291,https://local.theonion.com/mom-casually-rattles-off-the-names-ages-of-alec-baldwi-1839779045
292,https://local.theonion.com/cocky-atom-that-started-out-in-cosmos-shattering-supern-1839773365
293,https://local.theonion.com/newly-pregnant-woman-a-little-too-quick-to-remind-every-1839773438
294,https://local.theonion.com/recently-divorced-dad-waiting-for-right-time-to-introdu-1839708108
295,https://local.theonion.com/man-watches-video-about-habits-of-effective-artists-so-1839698846
296,https://local.theonion.com/bar-fight-de-escalates-after-both-parties-unable-to-tea-1839698106
297,https://local.theonion.com/audience-participant-feels-like-drag-queen-deliberately-1839682840
298,https://local.theonion.com/report-little-help-here-1839668710
299,https://local.theonion.com/catholic-priest-stuck-in-remote-backwater-town-thinking-1839652152
300,https://local.theonion.com/ooh-right-in-the-bean-bag-says-wincing-surgeon-thro-1839651803
301,https://local.theonion.com/hardline-pastry-chef-displays-american-flag-with-raspbe-1839641710
302,https://local.theonion.com/coworker-apparently-just-going-to-stare-at-lunch-in-mic-1839624812
303,https://local.theonion.com/man-spends-hours-surfing-internet-rather-than-dealing-w-1839610925
304,https://local.theonion.com/report-it-going-to-take-a-lot-more-than-love-shack-t-1839609964
305,https://local.theonion.com/cocktail-menu-scanned-for-drink-with-fewest-unfamiliar-1839609713
306,https://local.theonion.com/elite-preschool-boasts-95-of-graduates-go-on-to-kinder-1839607662
307,https://local.theonion.com/someone-s-in-here-says-man-in-restroom-asserting-own-1839530443
308,https://local.theonion.com/real-life-van-helsing-runs-over-kid-in-vampire-costume-1839499953
309,https://local.theonion.com/man-asks-every-trick-or-treater-if-they-re-the-real-dra-1839500565
310,https://local.theonion.com/woman-passing-out-candy-unsure-whether-to-give-some-to-1839501180
311,https://local.theonion.com/man-breathes-sigh-of-relief-as-apple-recall-headline-1839473435
312,https://local.theonion.com/children-s-book-teaches-valuable-lesson-about-being-cir-1839468896
313,https://local.theonion.com/man-remembers-exactly-where-he-was-in-final-fantasy-x-1839452242
314,https://local.theonion.com/exterminator-composes-self-in-driveway-so-kids-won-t-kn-1839438499
315,https://local.theonion.com/new-car-already-has-that-old-mcdonald-s-smell-1839411388
316,https://local.theonion.com/dumbass-apple-picker-goes-for-overripe-mcintosh-red-whe-1839342227
317,https://local.theonion.com/teens-frantically-cleaning-up-mess-from-homicide-before-1839342054
318,https://local.theonion.com/man-lowers-carbon-footprint-by-bringing-reusable-bags-e-1839321431
319,https://local.theonion.com/badass-adult-education-student-spends-whole-vegetarian-1839288470
320,https://local.theonion.com/kidnapper-pleasantly-surprised-to-find-word-ransom-in-1839268553
321,https://local.theonion.com/area-woman-will-have-to-be-way-more-fucking-pregnant-th-1839263310
322,https://local.theonion.com/drama-queen-waiter-completely-full-of-shit-about-plate-1839229593
323,https://local.theonion.com/community-holds-vigil-honoring-child-killed-before-havi-1839229776
324,https://local.theonion.com/music-buff-pissed-come-josephine-in-my-flying-machine-1839170604
325,https://local.theonion.com/halloween-pop-up-store-has-pick-of-every-storefront-in-1839165592
